hospital_pk,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,geocoded_hospital_address,hhs_ids,publication_date,collection_week,is_metro_micro,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hosp_confirmed_suspected_covid_7d_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_suspected_covid_7d_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hosp_confirmed_influenza_and_covid_7d_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hosp_confirmed_suspected_covid_7d_cov,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_cov,total_pediatric_patients_hosp_confirmed_covid_7d_cov,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_suspected_covid_7d_cov,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hosp_confirmed_influenza_and_covid_7d_cov,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18_19_7_day_sum,previous_day_admission_adult_covid_confirmed_20_29_7_day_sum,previous_day_admission_adult_covid_confirmed_30_39_7_day_sum,previous_day_admission_adult_covid_confirmed_40_49_7_day_sum,previous_day_admission_adult_covid_confirmed_50_59_7_day_sum,previous_day_admission_adult_covid_confirmed_60_69_7_day_sum,previous_day_admission_adult_covid_confirmed_70_79_7_day_sum,previous_day_admission_adult_covid_confirmed_80plus_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ed_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18_19_7_day_sum,previous_day_admission_adult_covid_suspected_20_29_7_day_sum,previous_day_admission_adult_covid_suspected_30_39_7_day_sum,previous_day_admission_adult_covid_suspected_40_49_7_day_sum,previous_day_admission_adult_covid_suspected_50_59_7_day_sum,previous_day_admission_adult_covid_suspected_60_69_7_day_sum,previous_day_admission_adult_covid_suspected_70_79_7_day_sum,previous_day_admission_adult_covid_suspected_80plus_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ed_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,is_corrected,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_patients_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day_sum,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day_sum,previous_week_personnel_covid_vaccd_doses_administered_7_day,previous_week_personnel_covid_vaccd_doses_administered_7_day_sum,total_personnel_covid_vaccinated_doses_all_7_day,total_personnel_covid_vaccinated_doses_all_7_day_sum,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_none_7_day_sum,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_one_7_day_sum,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hosp_confirmed_suspected_covid_7d_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_suspected_covid_7d_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hosp_confirmed_influenza_and_covid_7d_avg
330285,NY,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,14642,Short Term,36055,POINT (-77.623587 43.122832),[C330285-A],20230623,20210226,1,9352,8316,7378,6208,5155,240,220,6,-999999,8414,1127,931.0,908.0,748.0,47,46.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,35,-999999,4,-999999,-999999,5,10,8,-999999,0.0,0,43,11,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0.0,-999999,1927,0.0,0,7,7,7,7,1394.0,,1742.0,,489.0,,13188.0,,3069.0,,14340.0,,1336.0,1188.0,1054.0,886.9,736.4,34.3,31.4,-999999.0,-999999.0,1202.0,161.0,133.0,129.7,106.9,6.7,6.6,0.0,0.0,0.0
050025,CA,050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,92103,Short Term,06073,POINT (-117.165844 32.754258),"[C050025-A, C050025-B]",20240308,20210228,1,5867,5307,4523,4095,3864,371,343,0,0,5083,1198,722.0,873.0,642.0,123,117.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,0,-999999,-999999,4,4,-999999,-999999,-999999,0.0,0,389,16,0,-999999,-999999,-999999,-999999,-999999,4,0,0.0,0,1440,0.0,0,7,7,7,7,20021.0,,7216.0,,327.0,,9702.0,,2862.0,,689.0,,838.1,758.1,646.1,585.0,552.0,53.0,49.0,0.0,0.0,726.1,171.1,103.1,124.7,91.7,17.6,16.7,0.0,0.0,0.0
050262,CA,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,Short Term,06037,POINT (-118.446328 34.066455),[C050262-A],20240308,20210228,1,3220,2744,2513,2718,2423,124,101,8,7,2989,1106,784.0,982.0,740.0,81,81.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,-999999,0,0,0,0,-999999,0.0,-999999,134,0,0,0,0,0,0,0,0,0,0.0,0,830,0.0,0,7,7,7,7,530.0,,250.0,,780.0,,16442.0,,7577.0,,19374.0,,460.0,392.0,359.0,388.3,346.1,17.7,14.4,-999999.0,-999999.0,427.0,158.0,112.0,140.3,105.7,11.6,11.6,0.0,0.0,0.0
050373,CA,050373,LOS ANGELES GENERAL MEDICAL CENTER,"2051 MARENGO ST, ROOM C2K100",LOS ANGELES,90033,Short Term,06037,POINT (-118.206478 34.056278),[C050373-A],20240308,20210228,1,4463,4039,3941,3402,3192,393,363,17,15,4365,1001,731.0,704.0,544.0,125,124.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,52,0,6,11,7,16,5,5,-999999,0.0,-999999,116,12,0,0,-999999,-999999,4,-999999,0,0,0.0,0,2600,0.0,0,7,7,7,7,1038.0,,235.0,,170.0,,6591.0,,7825.0,,367.0,,637.6,577.0,563.0,486.0,456.0,56.1,51.9,-999999.0,-999999.0,623.6,143.0,104.4,100.6,77.7,17.9,17.7,0.0,0.0,0.0
050441,CA,050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,94305,Short Term,06085,POINT (-122.175944 37.433018),[C050441-A],20240308,20210228,1,4420,4301,4301,3765,3765,276,258,0,0,4301,693,693.0,604.0,604.0,100,93.0,-999999.0,0.0,-999999.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,0,4,4,5,-999999,0,-999999,4,0.0,0,54,206,-999999,17,29,19,27,35,37,41,0.0,0,1399,-999999.0,0,7,7,7,6,-999999.0,,21526.0,,83.0,,68.0,,8613.0,,15.0,,631.4,614.4,614.4,537.9,537.9,39.4,36.9,0.0,0.0,614.4,99.0,99.0,86.3,86.3,14.3,13.3,-999999.0,0.0,-999999.0
050454,CA,050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,94143,Short Term,06075,POINT (-122.457544 37.762452),"[C050454-C, C050454-B, C050454-D, C050454-A]",20240308,20210228,1,5806,4235,4235,4744,3536,157,133,18,18,5806,1292,714.0,1094.0,601.0,70,69.0,-999999.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,0,0,0,0,0.0,0,177,-999999,0,-999999,0,0,0,0,0,0,0.0,0,832,-999999.0,0,7,7,7,7,,,,,,,,,,,,,829.4,605.0,605.0,677.7,505.1,22.4,19.0,-999999.0,-999999.0,829.4,184.6,102.0,156.3,85.9,10.0,9.9,-999999.0,0.0,0.0
050625,CA,050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,90048,Short Term,06037,POINT (-118.380016 34.076549),[C050625-A],20240308,20210228,1,5911,5820,5358,5245,5184,192,129,-999999,0,5449,1294,937.0,1062.0,861.0,67,48.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15,0,-999999,4,-999999,0,-999999,-999999,-999999,-999999.0,0,49,27,-999999,0,-999999,-999999,-999999,4,-999999,11,0.0,0,1491,0.0,0,7,7,7,7,741.0,,1413.0,,547.0,,13215.0,,5311.0,,930.0,,844.4,831.4,765.4,749.3,740.6,27.4,18.4,-999999.0,0.0,778.4,184.9,133.9,151.7,123.0,9.6,6.9,0.0,0.0,0.0
330005,NY,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,14210,Short Term,36029,POINT (-78.865984 42.900906),"[C330005-C, C330005-B, C330005-A]",20240308,20210228,1,6853,6853,6328,4653,4653,403,393,0,0,6328,1505,1505.0,910.0,910.0,134,127.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,31,0,0,-999999,-999999,-999999,4,9,12,0.0,0,121,63,0,0,-999999,-999999,6,-999999,22,30,0.0,0,1800,0.0,0,7,7,7,7,163.0,,485.0,,47.0,,4489.0,,2357.0,,123.0,,979.0,979.0,904.0,664.7,664.7,57.6,56.1,0.0,0.0,904.0,215.0,215.0,130.0,130.0,19.1,18.1,0.0,0.0,0.0
330024,NY,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,10029,Short Term,36061,POINT (-73.953392 40.790390),"[C330024-B, C330024-A]",20240308,20210228,1,11991,11081,9345,7386,6721,1497,1208,22,12,10255,1806,1659.0,962.0,854.0,253,225.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,106,-999999,-999999,8,13,21,23,20,17,0.0,-999999,1017,24,0,-999999,6,0,4,6,-999999,4,0.0,-999999,3933,0.0,0,7,7,7,7,1367.0,,4750.0,,873.0,,14184.0,,12610.0,,1397.0,,1713.0,1583.0,1335.0,1055.1,960.1,213.9,172.6,-999999.0,-999999.0,1465.0,258.0,237.0,137.4,122.0,36.1,32.1,0.0,0.0,0.0
330059,NY,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,10467,Short Term,36005,POINT (-73.879896 40.879872),"[C330059-C, C330059-B, C330059-A, C330059-D]",20240308,20210228,1,11683,10304,10304,9645,8738,2258,2258,438,11,11683,1442,861.0,1221.0,804.0,400,400.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,248,-999999,11,19,19,38,57,57,41,5.0,-999999,2045,0,0,0,0,0,0,0,0,0,0.0,0,4851,0.0,0,7,7,7,7,,,,,,,,,,,,,1669.0,1472.0,1472.0,1377.9,1248.3,322.6,322.6,62.6,-999999.0,1669.0,206.0,123.0,174.4,114.9,57.1,57.1,0.0,0.0,0.0
330101,NY,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,10065,Short Term,36061,POINT (-73.954509 40.764355),"[C330101-A, C330101-H, C330101-D, C330101-F, C330101-G, C330101-C, C330101-E]",20240308,20210228,1,24864,20454,18662,17955,14940,3136,2632,271,86,22736,3745,2236.0,3296.0,2003.0,761,686.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,229,-999999,9,19,24,33,43,45,55,0.0,12,604,122,-999999,9,20,18,22,19,18,15,0.0,15,6105,0.0,0,7,7,7,7,,,,,,,,,,,,,3552.0,2922.0,2666.0,2565.0,2134.3,448.0,376.0,38.7,12.3,3248.0,535.0,319.4,470.9,286.1,108.7,98.0,0.0,0.0,0.0
330214,NY,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,10016,Short Term,36061,POINT (-73.974303 40.742311),"[C330214-B, C330214-A, C330214-C, C330214-D]",20240308,20210228,1,16814,14280,12320,10760,8838,1735,1696,22,16,15036,2856,1911.0,2143.0,1518.0,345,341.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,195,-999999,13,16,20,25,38,46,35,,6,2170,19,-999999,-999999,-999999,-999999,-999999,5,4,-999999,0.0,6,4535,0.0,0,7,7,7,7,5844.0,,6554.0,,956.0,,28429.0,,12670.0,,30628.0,,2402.0,2040.0,1760.0,1537.1,1262.6,247.9,242.3,-999999.0,-999999.0,2148.0,408.0,273.0,306.1,216.9,49.3,48.7,0.0,0.0,0.0
330285,NY,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,14642,Short Term,36055,POINT (-77.623587 43.122832),[C330285-A],20240308,20210228,1,9352,8316,7378,6117,5094,238,219,7,0,8414,1127,931.0,889.0,741.0,51,50.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,31,0,6,0,-999999,5,8,5,-999999,-999999.0,0,48,12,0,4,-999999,-999999,-999999,-999999,-999999,-999999,0.0,4,1975,0.0,0,7,7,7,7,1394.0,,1742.0,,489.0,,13188.0,,3069.0,,14340.0,,1336.0,1188.0,1054.0,873.9,727.7,34.0,31.3,-999999.0,0.0,1202.0,161.0,133.0,127.0,105.9,7.3,7.1,0.0,0.0,0.0
050025,CA,050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,92103,Short Term,06073,POINT (-117.165844 32.754258),"[C050025-A, C050025-B]",20230623,20210305,1,5842,5282,4516,4055,3819,316,285,0,0,5076,1191,715.0,878.0,642.0,94,87.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,0,-999999,-999999,-999999,4,0,-999999,-999999,0.0,0,423,19,0,-999999,4,-999999,-999999,-999999,6,0,0.0,0,1495,0.0,0,7,7,7,7,23282.0,,8306.0,,273.0,,10063.0,,2775.0,,713.0,,834.6,754.6,645.1,579.3,545.6,45.1,40.7,0.0,0.0,725.1,170.1,102.1,125.4,91.7,13.4,12.4,0.0,0.0,0.0
050262,CA,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,Short Term,06037,POINT (-118.44562 34.06617),[C050262-A],20230623,20210305,1,3220,2744,2513,2711,2392,107,89,15,13,2989,1106,784.0,965.0,716.0,70,70.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,-999999,0,-999999,-999999,0,-999999,0.0,-999999,113,0,0,0,0,0,0,0,0,0,0.0,0,823,0.0,0,7,7,7,7,463.0,,130.0,,593.0,,16905.0,,7566.0,,19504.0,,460.0,392.0,359.0,387.3,341.7,15.3,12.7,-999999.0,-999999.0,427.0,158.0,112.0,137.9,102.3,10.0,10.0,0.0,0.0,0.0
050373,CA,050373,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,90033,Short Term,06037,POINT (-118.208376 34.057996),[C050373-A],20230623,20210305,1,4444,4028,3906,3399,3200,356,331,10,10,4322,986,717.0,726.0,564.0,111,110.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,42,0,-999999,6,10,7,13,-999999,-999999,0.0,-999999,109,13,0,0,5,-999999,-999999,-999999,0,0,0.0,0,2619,0.0,0,7,7,7,7,382.0,,366.0,,142.0,,6683.0,,7752.0,,356.0,,634.9,575.4,558.0,485.6,457.1,50.9,47.3,-999999.0,-999999.0,617.4,140.9,102.4,103.7,80.6,15.9,15.7,0.0,0.0,0.0
050441,CA,050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,94305,Short Term,06085,POINT (-122.175944 37.433018),[C050441-A],20230623,20210305,1,4424,4305,4305,3856,3856,268,250,0,0,4305,693,693.0,597.0,597.0,92,80.0,-999999.0,0.0,-999999.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,20,0,0,-999999,7,4,-999999,-999999,-999999,0.0,0,44,169,0,8,21,21,19,34,33,33,0.0,0,1354,-999999.0,0,7,7,7,6,0.0,,19267.0,,89.0,,48.0,,8541.0,,41.0,,632.0,615.0,615.0,550.9,550.9,38.3,35.7,0.0,0.0,615.0,99.0,99.0,85.3,85.3,13.1,11.4,-999999.0,0.0,-999999.0
050454,CA,050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,94143,Short Term,06075,POINT (-122.457544 37.762452),"[C050454-C, C050454-B, C050454-D, C050454-A]",20230623,20210305,1,5813,4235,4235,4833,3587,131,93,17,17,5813,1290,714.0,1064.0,596.0,52,52.0,7.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0.0,0,179,0,0,0,0,0,0,0,0,0,0.0,0,811,-999999.0,0,7,7,7,7,,,,,,,,,,,,,830.4,605.0,605.0,690.4,512.4,18.7,13.3,-999999.0,-999999.0,830.4,184.3,102.0,152.0,85.1,7.4,7.4,-999999.0,0.0,0.0
050625,CA,050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,90048,Short Term,06037,POINT (-118.380122 34.075496),[C050625-A],20230623,20210305,1,5813,5722,5260,5154,5101,152,85,0,0,5351,1236,879.0,1004.0,771.0,42,27.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,0,-999999,-999999,-999999,-999999,0.0,0,45,31,0,0,0,0,-999999,4,9,14,-999999.0,0,1530,0.0,0,7,7,7,7,339.0,,1462.0,,561.0,,13557.0,,5084.0,,814.0,,830.4,817.4,751.4,736.3,728.7,21.7,12.1,0.0,0.0,764.4,176.6,125.6,143.4,110.1,6.0,-999999.0,0.0,0.0,0.0
330005,NY,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,14210,Short Term,36029,POINT (-78.865984 42.900906),"[C330005-B, C330005-A]",20230623,20210305,1,6853,6853,6328,4609,4609,367,359,0,0,6328,1505,1505.0,904.0,904.0,83,76.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,33,0,0,-999999,5,4,5,8,9,0.0,0,114,68,-999999,0,-999999,-999999,5,12,20,26,0.0,0,1742,0.0,0,7,7,7,7,0.0,,39.0,,-999999.0,,4490.0,,2357.0,,122.0,,979.0,979.0,904.0,658.4,658.4,52.4,51.3,0.0,0.0,904.0,215.0,215.0,129.1,129.1,11.9,10.9,0.0,0.0,0.0
330024,NY,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,10029,Short Term,36061,POINT (-73.953392 40.790390),"[C330024-B, C330024-A]",20230623,20210305,1,11991,11081,9345,7393,6672,1523,1195,24,13,10255,1806,1659.0,979.0,865.0,255,231.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,95,-999999,-999999,8,10,19,16,22,16,0.0,-999999,917,27,0,4,7,0,7,-999999,-999999,4,0.0,-999999,3948,0.0,0,7,7,7,7,177.0,,2666.0,,942.0,,14941.0,,12437.0,,829.0,,1713.0,1583.0,1335.0,1056.1,953.1,217.6,170.7,-999999.0,-999999.0,1465.0,258.0,237.0,139.9,123.6,36.4,33.0,0.0,0.0,0.0
330059,NY,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,10467,Short Term,36005,POINT (-73.879897 40.879872),"[C330059-C, C330059-B, C330059-A, C330059-D]",20230623,20210305,1,11563,10184,10184,9521,8648,2054,2054,129,16,11563,1442,861.0,1264.0,799.0,363,354.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,217,0,8,17,12,31,49,51,44,5.0,6,1982,0,0,0,0,0,0,0,0,0,0.0,0,4716,0.0,0,7,7,7,7,,,,,,,,,,,,,1651.9,1454.9,1454.9,1360.1,1235.4,293.4,293.4,18.4,-999999.0,1651.9,206.0,123.0,180.6,114.1,51.9,50.6,0.0,0.0,0.0
330101,NY,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,10065,Short Term,36061,POINT (-73.954509 40.764355),"[C330101-A, C330101-H, C330101-D, C330101-F, C330101-G, C330101-C, C330101-E]",20230623,20210305,1,24864,20454,18662,17948,15010,3174,2605,240,65,22736,3745,2226.0,3268.0,1983.0,766,704.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,245,0,10,18,23,41,50,46,57,0.0,7,599,131,0,11,18,12,21,30,20,19,0.0,21,5979,0.0,0,7,7,7,7,,,,,,,,,,,,,3552.0,2922.0,2666.0,2564.0,2144.3,453.4,372.1,34.3,9.3,3248.0,535.0,318.0,466.9,283.3,109.4,100.6,0.0,0.0,0.0
330214,NY,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,10016,Short Term,36061,POINT (-73.974303 40.742311),"[C330214-B, C330214-A, C330214-C, C330214-D]",20230623,20210305,1,16865,14280,12320,10760,8775,1601,1564,28,24,15087,2802,1857.0,2082.0,1465.0,346,340.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,177,0,11,14,23,25,32,33,39,,9,2101,16,0,0,-999999,0,-999999,5,-999999,6,0.0,4,4541,0.0,0,7,7,7,7,5067.0,,8015.0,,913.0,,29177.0,,12992.0,,30553.0,,2409.3,2040.0,1760.0,1537.1,1253.6,228.7,223.4,4.0,-999999.0,2155.3,400.3,265.3,297.4,209.3,49.4,48.6,0.0,0.0,0.0
330285,NY,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,14642,Short Term,36055,POINT (-77.623587 43.122832),[C330285-A],20230623,20210305,1,9352,8316,7378,5942,4917,201,181,8,-999999,8414,1127,931.0,874.0,732.0,63,63.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,0,6,0,0,-999999,-999999,-999999,-999999,-999999.0,0,29,18,0,6,-999999,-999999,0,-999999,-999999,-999999,0.0,7,1986,0.0,0,7,7,7,7,92.0,,2147.0,,182.0,,13201.0,,2900.0,,14509.0,,1336.0,1188.0,1054.0,848.9,702.4,28.7,25.9,-999999.0,-999999.0,1202.0,161.0,133.0,124.9,104.6,9.0,9.0,0.0,0.0,0.0
050025,CA,050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,92103,Short Term,06073,POINT (-117.165844 32.754258),"[C050025-A, C050025-B]",20240308,20210307,1,5823,5263,4509,4037,3802,284,262,0,0,5069,1184,708.0,846.0,611.0,79,76.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,0,-999999,-999999,4,0,-999999,0,0.0,0,421,11,0,-999999,-999999,0,-999999,-999999,4,0,0.0,0,1478,0.0,0,7,7,7,7,23282.0,,8306.0,,273.0,,10063.0,,2775.0,,713.0,,831.9,751.9,644.1,576.7,543.1,40.6,37.4,0.0,0.0,724.1,169.1,101.1,120.9,87.3,11.3,10.9,0.0,0.0,0.0
050262,CA,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,Short Term,06037,POINT (-118.446328 34.066455),[C050262-A],20240308,20210307,1,3220,2744,2513,2724,2407,117,94,10,9,2989,1106,784.0,960.0,720.0,71,71.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,0,-999999,-999999,-999999,-999999,-999999,-999999,0.0,-999999,109,0,0,0,0,0,0,0,0,0,0.0,0,820,0.0,0,7,7,7,7,463.0,,130.0,,593.0,,16905.0,,7566.0,,19504.0,,460.0,392.0,359.0,389.1,343.9,16.7,13.4,-999999.0,-999999.0,427.0,158.0,112.0,137.1,102.9,10.1,10.1,0.0,0.0,0.0
050373,CA,050373,LOS ANGELES GENERAL MEDICAL CENTER,"2051 MARENGO ST, ROOM C2K100",LOS ANGELES,90033,Short Term,06037,POINT (-118.206478 34.056278),[C050373-A],20240308,20210307,1,4444,4034,3917,3345,3139,317,298,11,11,4327,995,727.0,738.0,576.0,112,111.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,36,0,-999999,-999999,10,8,12,-999999,-999999,0.0,-999999,95,8,0,0,-999999,-999999,-999999,-999999,0,0,0.0,0,2560,0.0,0,7,7,7,7,382.0,,366.0,,142.0,,6683.0,,7752.0,,356.0,,634.9,576.3,559.6,477.9,448.4,45.3,42.6,-999999.0,-999999.0,618.1,142.1,103.9,105.4,82.3,16.0,15.9,0.0,0.0,0.0
050441,CA,050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,94305,Short Term,06085,POINT (-122.175944 37.433018),[C050441-A],20240308,20210307,1,4441,4322,4322,3907,3907,264,243,0,0,4322,693,693.0,588.0,588.0,93,77.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,21,0,0,-999999,6,-999999,-999999,-999999,4,0.0,0,49,221,0,11,24,27,25,47,45,42,0.0,-999999,1356,0.0,0,7,7,7,7,0.0,,19267.0,,89.0,,48.0,,8541.0,,41.0,,634.4,617.4,617.4,558.1,558.1,37.7,34.7,0.0,0.0,617.4,99.0,99.0,84.0,84.0,13.3,11.0,0.0,0.0,0.0
