hospital_pk,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,geocoded_hospital_address,hhs_ids,publication_date,collection_week,is_metro_micro,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hosp_confirmed_suspected_covid_7d_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_suspected_covid_7d_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hosp_confirmed_influenza_and_covid_7d_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hosp_confirmed_suspected_covid_7d_cov,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_cov,total_pediatric_patients_hosp_confirmed_covid_7d_cov,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_suspected_covid_7d_cov,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hosp_confirmed_influenza_and_covid_7d_cov,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18_19_7_day_sum,previous_day_admission_adult_covid_confirmed_20_29_7_day_sum,previous_day_admission_adult_covid_confirmed_30_39_7_day_sum,previous_day_admission_adult_covid_confirmed_40_49_7_day_sum,previous_day_admission_adult_covid_confirmed_50_59_7_day_sum,previous_day_admission_adult_covid_confirmed_60_69_7_day_sum,previous_day_admission_adult_covid_confirmed_70_79_7_day_sum,previous_day_admission_adult_covid_confirmed_80plus_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ed_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18_19_7_day_sum,previous_day_admission_adult_covid_suspected_20_29_7_day_sum,previous_day_admission_adult_covid_suspected_30_39_7_day_sum,previous_day_admission_adult_covid_suspected_40_49_7_day_sum,previous_day_admission_adult_covid_suspected_50_59_7_day_sum,previous_day_admission_adult_covid_suspected_60_69_7_day_sum,previous_day_admission_adult_covid_suspected_70_79_7_day_sum,previous_day_admission_adult_covid_suspected_80plus_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ed_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,is_corrected,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_patients_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day_sum,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day_sum,previous_week_personnel_covid_vaccd_doses_administered_7_day,previous_week_personnel_covid_vaccd_doses_administered_7_day_sum,total_personnel_covid_vaccinated_doses_all_7_day,total_personnel_covid_vaccinated_doses_all_7_day_sum,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_none_7_day_sum,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_one_7_day_sum,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hosp_confirmed_suspected_covid_7d_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_suspected_covid_7d_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hosp_confirmed_influenza_and_covid_7d_avg
050373,CA,050373,LOS ANGELES GENERAL MEDICAL CENTER,"2051 MARENGO ST, ROOM C2K100",LOS ANGELES,90033,Short Term,06037,POINT (-118.206478 34.056278),[C050373-A],20240308,20210117,1,4741,4311,4193,3888,3675,1589,1549,41,38,4623,1052,812.0,909.0,762.0,494,494.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,129,-999999,6,13,16,34,25,20,14,0.0,7,197,-999999,0,-999999,-999999,0,0,0,0,0,0.0,0,2021,0.0,0,7,7,7,7,,,,,,,,,,,,,677.3,615.9,599.0,555.4,525.0,227.0,221.3,5.9,5.4,660.4,150.3,116.0,129.9,108.9,70.6,70.6,0.0,0.0,0.0
050441,CA,050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,94305,Short Term,06085,POINT (-122.175944 37.433018),[C050441-A],20240308,20210117,1,4429,4310,4310,3705,3705,627,586,-999999,-999999,4310,702,702.0,692.0,692.0,249,234.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,71,-999999,6,12,7,11,15,8,11,0.0,-999999,212,276,0,23,36,23,34,54,57,49,0.0,-999999,1494,0.0,0,7,7,7,6,,,,,,,,,,,,,632.7,615.7,615.7,529.3,529.3,89.6,83.7,-999999.0,-999999.0,615.7,100.3,100.3,98.9,98.9,35.6,33.4,0.0,0.0,0.0
050454,CA,050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,94143,Short Term,06075,POINT (-122.457544 37.762452),"[C050454-C, C050454-B, C050454-D, C050454-A]",20240308,20210117,1,5821,4235,4235,4707,3373,414,398,31,23,5821,1331,714.0,1143.0,616.0,194,164.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,-999999,0,0,0,0,0,0.0,-999999,203,0,0,0,0,0,0,0,0,0,0.0,0,843,0.0,0,7,7,7,7,,,,,,,,,,,,,831.6,605.0,605.0,672.4,481.9,59.1,56.9,4.4,-999999.0,831.6,190.1,102.0,163.3,88.0,27.7,23.4,0.0,0.0,0.0
050625,CA,050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,90048,Short Term,06037,POINT (-118.380016 34.076549),[C050625-A],20240308,20210117,1,6180,6089,5627,5540,5486,1791,1645,-999999,-999999,5718,1085,,,,391,,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,0,0,0,7,0,7,7,7,128,0,4,9,7,19,27,28,33,-999999.0,-999999,233,50,0,0,-999999,4,6,11,11,14,-999999.0,-999999,1352,0.0,0,7,7,7,7,0.0,,0.0,,16701.0,,5022.0,,7755.0,,6680.0,,882.9,869.9,803.9,791.4,783.7,255.9,235.0,-999999.0,-999999.0,816.9,155.0,,,,55.9,,0.0,0.0,0.0
330005,NY,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,14210,Short Term,36029,POINT (-78.865984 42.900906),"[C330005-C, C330005-B, C330005-A]",20240308,20210117,1,6853,6853,6328,4816,4816,1064,1047,0,0,6328,1505,1505.0,1006.0,1006.0,235,229.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,96,0,-999999,4,4,20,20,28,19,0.0,0,271,127,0,-999999,4,8,23,18,26,47,0.0,0,1686,0.0,0,7,7,7,7,0.0,,0.0,,707.0,,1860.0,,2748.0,,4253.0,,979.0,979.0,904.0,688.0,688.0,152.0,149.6,0.0,0.0,904.0,215.0,215.0,143.7,143.7,33.6,32.7,0.0,0.0,0.0
330024,NY,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,10029,Short Term,36061,POINT (-73.953392 40.790390),"[C330024-B, C330024-A]",20240308,20210117,1,11991,11081,9345,6955,6455,1656,1281,62,14,10255,1806,1659.0,871.0,795.0,204,178.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,117,-999999,-999999,7,11,17,30,23,27,0.0,0,997,26,-999999,0,5,-999999,-999999,5,8,-999999,-999999.0,5,4049,0.0,0,7,7,7,7,,,,,,,,,,,,,1713.0,1583.0,1335.0,993.6,922.1,236.6,183.0,8.9,-999999.0,1465.0,258.0,237.0,124.4,113.6,29.1,25.4,0.0,0.0,0.0
330059,NY,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,10467,Short Term,36005,POINT (-73.879896 40.879872),"[C330059-C, C330059-B, C330059-A, C330059-D]",20240308,20210117,1,10955,9604,9604,9419,8236,2466,2461,32,22,10955,1442,861.0,1205.0,779.0,362,362.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,318,-999999,15,18,26,50,59,91,52,5.0,5,2167,0,0,0,0,0,0,0,0,0,0.0,0,4563,0.0,0,7,7,7,7,,,,,,,,,,,,,1565.0,1372.0,1372.0,1345.6,1176.6,352.3,351.6,4.6,-999999.0,1565.0,206.0,123.0,172.1,111.3,51.7,51.7,0.0,0.0,0.0
330101,NY,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,10065,Short Term,36061,POINT (-73.954509 40.764355),"[C330101-A, C330101-H, C330101-D, C330101-F, C330101-G, C330101-C, C330101-E]",20240308,20210117,1,24645,20228,18436,17286,14634,3775,3152,229,29,22517,3535,2020.0,3199.0,1920.0,758,695.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,338,0,20,19,27,47,64,69,92,0.0,11,775,122,0,11,14,15,16,29,21,16,0.0,18,5863,0.0,0,7,7,7,7,,,,,,,,,,,,,3520.7,2889.7,2633.7,2469.4,2090.6,539.3,450.3,32.7,4.1,3216.7,505.0,288.6,457.0,274.3,108.3,99.3,0.0,0.0,0.0
330214,NY,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,10016,Short Term,36061,POINT (-73.974303 40.742311),"[C330214-B, C330214-A, C330214-C, C330214-D]",20240308,20210117,1,17465,14931,12971,11179,9320,2624,2520,29,13,15687,2802,1857.0,2143.0,1479.0,464,451.0,4.0,0.0,4.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,294,-999999,13,17,23,43,60,71,66,,4,2839,54,0,4,7,4,9,7,11,12,,9,4153,4.0,0,7,7,7,7,,,,,,,,,,,,,2495.0,2133.0,1853.0,1597.0,1331.4,374.9,360.0,4.1,-999999.0,2241.0,400.3,265.3,306.1,211.3,66.3,64.4,-999999.0,0.0,-999999.0
330285,NY,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,14642,Short Term,36055,POINT (-77.623587 43.122832),[C330285-A],20240308,20210117,1,9352,8316,7378,6340,5297,943,898,28,20,8414,1127,931.0,951.0,770.0,273,261.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,68,0,4,-999999,5,7,22,19,8,0.0,-999999,94,31,0,4,7,-999999,7,4,-999999,-999999,0.0,7,1886,0.0,0,7,7,7,7,,,,,,,,,,,,,1336.0,1188.0,1054.0,905.7,756.7,134.7,128.3,4.0,-999999.0,1202.0,161.0,133.0,135.9,110.0,39.0,37.3,0.0,0.0,0.0
050025,CA,050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,92103,Short Term,06073,POINT (-117.165844 32.754258),"[C050025-A, C050025-B]",20230623,20210122,1,5852,5292,4508,3914,3736,763,738,5,-999999,5068,1183,707.0,815.0,637.0,258,249.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,26,0,0,7,-999999,-999999,-999999,8,-999999,0.0,0,512,13,0,-999999,-999999,-999999,-999999,5,-999999,-999999,0.0,0,1385,0.0,0,7,7,7,7,,,,,,,,,,,,,836.0,756.0,644.0,559.1,533.7,109.0,105.4,-999999.0,-999999.0,724.0,169.0,101.0,116.4,91.0,36.9,35.6,0.0,0.0,0.0
050262,CA,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,Short Term,06037,POINT (-118.44562 34.06617),[C050262-A],20230623,20210122,1,3220,2744,2513,2763,2398,632,510,23,23,2989,1106,784.0,955.0,723.0,215,215.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,49,0,5,-999999,6,15,8,7,6,0.0,-999999,158,0,0,0,0,0,0,0,0,0,0.0,0,737,0.0,0,7,7,7,7,,,,,,,,,,,,,460.0,392.0,359.0,394.7,342.6,90.3,72.9,-999999.0,-999999.0,427.0,158.0,112.0,136.4,103.3,30.7,30.7,0.0,0.0,0.0
050373,CA,050373,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,90033,Short Term,06037,POINT (-118.208376 34.057996),[C050373-A],20230623,20210122,1,4687,4270,4165,3777,3581,1392,1356,30,28,4582,1054,812.0,877.0,741.0,453,453.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,125,0,7,10,19,33,36,9,11,0.0,4,219,4,0,0,0,-999999,-999999,-999999,0,-999999,0.0,0,1988,0.0,0,7,7,7,7,-999999.0,,417.0,,11921.0,,831.0,,8274.0,,497.0,,669.6,610.0,595.0,539.6,511.6,198.9,193.7,4.3,4.0,654.6,150.6,116.0,125.3,105.9,64.7,64.7,0.0,0.0,0.0
050441,CA,050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,94305,Short Term,06085,POINT (-122.175944 37.433018),[C050441-A],20230623,20210122,1,4422,4303,4303,3796,3796,563,533,0,0,4303,697,697.0,674.0,674.0,196,189.0,-999999.0,0.0,-999999.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,57,-999999,0,7,5,6,17,11,10,0.0,0,174,319,-999999,18,33,30,43,57,60,77,0.0,0,1429,-999999.0,0,7,7,7,7,,,,,,,,,,,,,631.7,614.7,614.7,542.3,542.3,80.4,76.1,0.0,0.0,614.7,99.6,99.6,96.3,96.3,28.0,27.0,-999999.0,0.0,-999999.0
050454,CA,050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,94143,Short Term,06075,POINT (-122.457544 37.762452),"[C050454-C, C050454-B, C050454-D, C050454-A]",20230623,20210122,1,5800,4235,4235,4856,3514,343,328,37,24,5800,1329,715.0,1178.0,646.0,192,161.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,-999999,0,0,0,0,0,0,0,0.0,-999999,198,-999999,0,0,-999999,0,0,0,0,0,0.0,0,845,0.0,0,7,7,7,7,,,,,,,,,,,,,828.6,605.0,605.0,693.7,502.0,49.0,46.9,5.3,-999999.0,828.6,189.9,102.1,168.3,92.3,27.4,23.0,0.0,0.0,0.0
050625,CA,050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,90048,Short Term,06037,POINT (-118.380122 34.075496),[C050625-A],20230623,20210122,1,6210,6119,5657,5537,5500,1445,1324,-999999,0,5748,1085,,,,353,,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,0,0,0,7,0,7,7,7,95,0,4,5,10,12,18,23,22,-999999.0,0,188,47,0,0,4,-999999,-999999,11,11,13,-999999.0,-999999,1327,0.0,0,7,7,7,7,7.0,,928.0,,4466.0,,8687.0,,7059.0,,3710.0,,887.1,874.1,808.1,791.0,785.7,206.4,189.1,-999999.0,0.0,821.1,155.0,,,,50.4,,0.0,0.0,0.0
330005,NY,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,14210,Short Term,36029,POINT (-78.865984 42.900906),"[C330005-B, C330005-A]",20230623,20210122,1,6853,6853,6328,4940,4940,1011,998,0,0,6328,1505,1505.0,995.0,995.0,242,235.0,-999999.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,101,0,0,8,-999999,19,25,24,23,0.0,0,274,121,0,-999999,-999999,6,11,23,29,48,0.0,0,1757,-999999.0,0,7,7,7,7,0.0,,0.0,,785.0,,2817.0,,2942.0,,1437.0,,979.0,979.0,904.0,705.7,705.7,144.4,142.6,0.0,0.0,904.0,215.0,215.0,142.1,142.1,34.6,33.6,-999999.0,0.0,0.0
330024,NY,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,10029,Short Term,36061,POINT (-73.953392 40.790390),"[C330024-B, C330024-A]",20230623,20210122,1,11991,11081,9345,7123,6600,1716,1317,48,10,10255,1806,1659.0,906.0,819.0,220,187.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,113,-999999,-999999,10,11,14,24,28,22,0.0,0,1098,27,-999999,-999999,-999999,0,5,9,5,-999999,0.0,4,4219,0.0,0,7,7,7,7,,,,,,,,,,,,,1713.0,1583.0,1335.0,1017.6,942.9,245.1,188.1,6.9,-999999.0,1465.0,258.0,237.0,129.4,117.0,31.4,26.7,0.0,0.0,0.0
330059,NY,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,10467,Short Term,36005,POINT (-73.879897 40.879872),"[C330059-C, C330059-B, C330059-A, C330059-D]",20230623,20210122,1,10955,9604,9604,9481,8288,2587,2582,42,32,10955,1442,861.0,1231.0,794.0,361,360.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,335,5,17,19,24,46,64,93,58,9.0,8,2121,0,0,0,0,0,0,0,0,0,0.0,0,4412,0.0,0,7,7,7,7,,,,,,,,,,,,,1565.0,1372.0,1372.0,1354.4,1184.0,369.6,368.9,6.0,4.6,1565.0,206.0,123.0,175.9,113.4,51.6,51.4,0.0,0.0,0.0
330101,NY,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,10065,Short Term,36061,POINT (-73.954509 40.764355),"[C330101-A, C330101-H, C330101-D, C330101-F, C330101-G, C330101-C, C330101-E]",20230623,20210122,1,24663,20245,18453,17511,14735,3918,3366,276,49,22535,3598,2051.0,3227.0,1957.0,846,790.0,-999999.0,0.0,-999999.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,334,0,20,23,28,49,57,72,85,0.0,8,764,93,-999999,5,12,12,21,13,12,17,0.0,12,5777,-999999.0,0,7,7,7,7,,,,,,,,,,,,,3523.3,2892.1,2636.1,2501.6,2105.0,559.7,480.9,39.4,7.0,3219.3,514.0,293.0,461.0,279.6,120.9,112.9,-999999.0,0.0,-999999.0
330214,NY,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,10016,Short Term,36061,POINT (-73.974303 40.742311),"[C330214-B, C330214-A, C330214-C, C330214-D]",20230623,20210122,1,17469,14935,12975,11308,9395,2498,2416,178,30,15691,2856,1911.0,2282.0,1608.0,444,436.0,4.0,0.0,4.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,292,-999999,21,14,22,45,60,72,57,0.0,9,2539,44,0,-999999,-999999,5,-999999,13,12,8,0.0,11,4367,4.0,0,7,7,7,7,,,,,,,,,,,,,2495.6,2133.6,1853.6,1615.4,1342.1,356.9,345.1,25.4,4.3,2241.6,408.0,273.0,326.0,229.7,63.4,62.3,-999999.0,0.0,-999999.0
330285,NY,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,14642,Short Term,36055,POINT (-77.623587 43.122832),[C330285-A],20230623,20210122,1,9352,8316,7378,6404,5334,889,848,25,21,8414,1127,931.0,945.0,762.0,253,244.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,81,0,4,7,8,18,17,15,12,0.0,4,93,25,0,5,4,-999999,-999999,4,6,-999999,0.0,5,1907,0.0,0,7,7,7,7,,,,,,,,,,,,,1336.0,1188.0,1054.0,914.9,762.0,127.0,121.1,-999999.0,-999999.0,1202.0,161.0,133.0,135.0,108.9,36.1,34.9,0.0,0.0,0.0
050025,CA,050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,92103,Short Term,06073,POINT (-117.165844 32.754258),"[C050025-A, C050025-B]",20240308,20210124,1,5852,5292,4508,3972,3787,743,721,4,-999999,5068,1183,707.0,818.0,633.0,243,237.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,35,-999999,0,9,-999999,4,7,9,-999999,0.0,0,494,13,0,0,-999999,-999999,-999999,5,-999999,-999999,0.0,0,1347,0.0,0,7,7,7,7,,,,,,,,,,,,,836.0,756.0,644.0,567.4,541.0,106.1,103.0,-999999.0,-999999.0,724.0,169.0,101.0,116.9,90.4,34.7,33.9,0.0,0.0,0.0
050262,CA,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,Short Term,06037,POINT (-118.446328 34.066455),[C050262-A],20240308,20210124,1,3220,2744,2513,2790,2423,612,486,17,17,2989,1106,784.0,969.0,730.0,211,203.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,46,-999999,4,-999999,6,13,6,7,6,0.0,0,169,0,0,0,0,0,0,0,0,0,0.0,0,751,0.0,0,7,7,7,7,,,,,,,,,,,,,460.0,392.0,359.0,398.6,346.1,87.4,69.4,-999999.0,-999999.0,427.0,158.0,112.0,138.4,104.3,30.1,29.0,0.0,0.0,0.0
050373,CA,050373,LOS ANGELES GENERAL MEDICAL CENTER,"2051 MARENGO ST, ROOM C2K100",LOS ANGELES,90033,Short Term,06037,POINT (-118.206478 34.056278),[C050373-A],20240308,20210124,1,4634,4214,4114,3687,3503,1181,1154,20,19,4534,1057,812.0,879.0,742.0,400,400.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,106,0,5,6,19,27,35,4,10,0.0,-999999,227,4,0,0,0,-999999,-999999,-999999,0,-999999,0.0,0,1961,0.0,0,7,7,7,7,-999999.0,,417.0,,11921.0,,831.0,,8274.0,,497.0,,662.0,602.0,587.7,526.7,500.4,168.7,164.9,-999999.0,-999999.0,647.7,151.0,116.0,125.6,106.0,57.1,57.1,0.0,0.0,0.0
050441,CA,050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,94305,Short Term,06085,POINT (-122.175944 37.433018),[C050441-A],20240308,20210124,1,4423,4304,4304,3795,3795,532,511,0,0,4304,693,693.0,646.0,646.0,167,161.0,-999999.0,0.0,-999999.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,61,-999999,-999999,8,4,7,18,13,9,0.0,0,181,301,-999999,21,35,30,36,54,55,69,0.0,0,1450,-999999.0,0,7,7,7,7,,,,,,,,,,,,,631.9,614.9,614.9,542.1,542.1,76.0,73.0,0.0,0.0,614.9,99.0,99.0,92.3,92.3,23.9,23.0,-999999.0,0.0,-999999.0
050454,CA,050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,94143,Short Term,06075,POINT (-122.457544 37.762452),"[C050454-C, C050454-B, C050454-D, C050454-A]",20240308,20210124,1,5822,4235,4235,4873,3551,329,323,34,27,5822,1328,715.0,1164.0,638.0,153,152.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,-999999,0,0,-999999,0,0,0,0,0.0,-999999,205,-999999,0,0,-999999,0,0,0,0,0,0.0,0,828,0.0,0,7,7,7,7,,,,,,,,,,,,,831.7,605.0,605.0,696.1,507.3,47.0,46.1,4.9,-999999.0,831.7,189.7,102.1,166.3,91.1,21.9,21.7,0.0,0.0,0.0
050625,CA,050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,90048,Short Term,06037,POINT (-118.380016 34.076549),[C050625-A],20240308,20210124,1,6204,6113,5651,5523,5484,1352,1225,0,0,5742,1085,,,,339,,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,0,0,0,7,0,7,7,7,86,0,-999999,-999999,11,11,15,23,21,0.0,0,187,46,0,0,5,-999999,-999999,11,12,12,-999999.0,0,1326,0.0,0,7,7,7,7,7.0,,928.0,,4466.0,,8687.0,,7059.0,,3710.0,,886.3,873.3,807.3,789.0,783.4,193.1,175.0,0.0,0.0,820.3,155.0,,,,48.4,,0.0,0.0,0.0
330005,NY,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,14210,Short Term,36029,POINT (-78.865984 42.900906),"[C330005-C, C330005-B, C330005-A]",20240308,20210124,1,6853,6853,6328,4837,4837,973,959,0,0,6328,1505,1505.0,980.0,980.0,231,224.0,-999999.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,80,0,-999999,7,-999999,8,21,18,22,0.0,0,261,123,0,-999999,4,4,9,27,27,50,0.0,0,1705,-999999.0,0,7,7,7,7,0.0,,0.0,,785.0,,2817.0,,2942.0,,1437.0,,979.0,979.0,904.0,691.0,691.0,139.0,137.0,0.0,0.0,904.0,215.0,215.0,140.0,140.0,33.0,32.0,-999999.0,0.0,0.0
330024,NY,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,10029,Short Term,36061,POINT (-73.953392 40.790390),"[C330024-B, C330024-A]",20240308,20210124,1,11991,11081,9345,7090,6554,1745,1306,40,11,10255,1806,1659.0,926.0,830.0,232,204.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,110,0,4,12,9,13,23,28,21,0.0,-999999,1028,19,0,-999999,-999999,0,4,6,-999999,-999999,0.0,-999999,4001,0.0,0,7,7,7,7,,,,,,,,,,,,,1713.0,1583.0,1335.0,1012.9,936.3,249.3,186.6,5.7,-999999.0,1465.0,258.0,237.0,132.3,118.6,33.1,29.1,0.0,0.0,0.0
